3434750,0.0193215
20381,0.0104298
31717,0.00823456
5042916,0.00722125
9316,0.0064502
4689264,0.00642086
14533,0.00629158
12240,0.00561587
125293,0.00511488
5987,0.00489977
3620498,0.00468559
14734,0.00380998
27119,0.00361542
17747,0.00329582
26994,0.00328581
25507,0.00324629
21139,0.0030479
19283335,0.00298591
3383,0.00296493
14914,0.00293553
5489,0.00284966
69894,0.00275554
22936,0.0026721
4913064,0.0026497
34420,0.00264917
23195,0.00262372
19053,0.0025923
624,0.00255942
31743,0.00243001
30042,0.00242469
5058739,0.00238106
170691,0.00233605
568883,0.00231679
521555,0.00229482
5399,0.00226235
22595,0.00225663
3392,0.00224149
21654,0.00219865
29810,0.00217662
4620,0.0021733
22218,0.00215526
11125639,0.00214083
14653,0.00207127
33309,0.00205164
31716,0.00202517
32432,0.00202375
3462,0.00193177
12207,0.00189515
3343,0.0018224
19279158,0.00182228
18951905,0.0017733
904,0.00177329
147575,0.00175412
31750,0.00175312
14711,0.00175134
21649,0.00174876
25233,0.00171365
16846,0.0016998
33613,0.00169564
14849,0.00167672
5648,0.00164535
32905,0.00163818
18933066,0.00163667
161535,0.00158839
19042,0.00158786
3607937,0.00158566
27127,0.00156983
21216,0.00156439
26769,0.00153492
21883824,0.00153343
7954867,0.00151551
59051,0.00150537
25459,0.0014728
58296,0.00146965
64065,0.0014696
5042481,0.00146312
31741,0.00143949
874,0.00143602
21274,0.00137121
18859,0.00136822
14543,0.00136074
737,0.00135741
38286,0.00135628
44920,0.00135386
8082,0.00133213
21648,0.00133111
33611,0.00133
30395,0.00132204
18617142,0.00131141
699390,0.00130594
22199,0.00130111
1187,0.00130088
7955,0.00127448
85023,0.00125375
19978,0.001251
32374,0.00124776
179553,0.00123986
19722,0.00123737
4689460,0.00117764
717,0.00115124
25532,0.00114668
20557093,0.00110049
17306237,0.00110033
24355,0.0010973
5321,0.00109461
29944,0.00109047
27992,0.00108969
19004,0.00108587
13525,0.00107741
23690,0.00107032
1354,0.00106914
37738,0.00106862
19590,0.00106544
58666,0.00105831
303062,0.00105521
1495,0.00104102
19283361,0.001025
25845,0.00102296
52911,0.00101619
14607,0.00101088
11968,0.000996905
26716,0.000991046
26746,0.000984915
10106,0.000979316
12674,0.000977114
199661,0.000972746
32578,0.000962924
4887,0.000955682
21184,0.000955353
12366,0.000947715
1605200,0.000939659
19571,0.00093956
18955999,0.000931781
182000,0.000931318
18987,0.000928769
174521,0.000926046
18926,0.000909901
19457,0.000900866
20189,0.000897967
19291,0.000896841
294894,0.000895334
1097432,0.000887664
34399,0.00088293
42261,0.000878755
58893,0.000877849
18964,0.000874689
26840,0.000863299
22489,0.000859638
182787,0.000856659
32706,0.000854615
12598742,0.000853522
42720,0.000851812
71070,0.000837419
21638,0.000836179
154450,0.000833744
